borobox,box_type,location,zip,borough,communitydistict,citycouncil,latitude,longitude,location_point,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,zipcode,incident_volume,facname,factype,address,boro
M0451,ERS,AVENUE D & E 10 ST,10009.0,MANHATTAN,MN03,2.0,40.7248774,-73.97516417,"{'type': 'Point', 'coordinates': [-73.97516417, 40.7248774]}",11729.0,70.0,4.0,50.0,5.0,10009,29,CSL AVENUE D & E 10 ST,SYNTHETIC_CSL,AVENUE D & E 10 ST,MANHATTAN
X2209,ERS,BROOK AVE & E 147 ST,10455.0,BRONX,BX01,8.0,40.81361574,-73.91571885,"{'type': 'Point', 'coordinates': [-73.91571885, 40.81361574]}",10933.0,49.0,5.0,35.0,23.0,10455,29,CSL BROOK AVE & E 147 ST,SYNTHETIC_CSL,BROOK AVE & E 147 ST,BRONX
X2278,ERS,ST ANNS AVE & RAE ST,10455.0,BRONX,BX01,17.0,40.81737256,-73.9113805,"{'type': 'Point', 'coordinates': [-73.9113805, 40.81737256]}",10933.0,49.0,5.0,43.0,23.0,10455,29,CSL ST ANNS AVE & RAE ST,SYNTHETIC_CSL,ST ANNS AVE & RAE ST,BRONX
X2254,ERS,WALES AVE & E 151 ST,10455.0,BRONX,BX01,8.0,40.8147089,-73.90658384,"{'type': 'Point', 'coordinates': [-73.90658384, 40.8147089]}",10933.0,49.0,5.0,35.0,23.0,10455,29,CSL WALES AVE & E 151 ST,SYNTHETIC_CSL,WALES AVE & E 151 ST,BRONX
X2231,ERS,JACKSON AVE & E 149 ST,10455.0,BRONX,BX01,8.0,40.81323307,-73.90907452,"{'type': 'Point', 'coordinates': [-73.90907452, 40.81323307]}",10933.0,49.0,5.0,35.0,23.0,10455,29,CSL JACKSON AVE & E 149 ST,SYNTHETIC_CSL,JACKSON AVE & E 149 ST,BRONX
X2191,ERS,BRUCKNER BLVD & E 144 ST,10455.0,BRONX,BX01,8.0,40.80853159,-73.90496023,"{'type': 'Point', 'coordinates': [-73.90496023, 40.80853159]}",10932.0,49.0,5.0,35.0,23.0,10455,29,CSL BRUCKNER BLVD & E 144 ST,SYNTHETIC_CSL,BRUCKNER BLVD & E 144 ST,BRONX
X3822,ERS,SETON AVE & E 233 ST,10466.0,BRONX,BX12,12.0,40.88893566,-73.83643359,"{'type': 'Point', 'coordinates': [-73.83643359, 40.88893566]}",11275.0,29.0,5.0,2.0,30.0,10466,29,CSL SETON AVE & E 233 ST,SYNTHETIC_CSL,SETON AVE & E 233 ST,BRONX
X3837,ERS,EDENWALD AVE & WILDER AVE,10466.0,BRONX,BX12,12.0,40.89328577,-73.8419206,"{'type': 'Point', 'coordinates': [-73.8419206, 40.89328577]}",11275.0,29.0,5.0,2.0,30.0,10466,29,CSL EDENWALD AVE & WILDER AVE,SYNTHETIC_CSL,EDENWALD AVE & WILDER AVE,BRONX
X3667,ERS,PRATT AVE & MAROLLA PLACE,10466.0,BRONX,BX12,12.0,40.88469455,-73.83591285,"{'type': 'Point', 'coordinates': [-73.83591285, 40.88469455]}",11275.0,29.0,5.0,2.0,30.0,10466,29,CSL PRATT AVE & MAROLLA PLACE,SYNTHETIC_CSL,PRATT AVE & MAROLLA PLACE,BRONX
X3870,ERS,E 234 ST & BYRON AVE,10466.0,BRONX,BX12,12.0,40.8936239,-73.85524068,"{'type': 'Point', 'coordinates': [-73.85524068, 40.8936239]}",11275.0,29.0,5.0,40.0,30.0,10466,29,CSL E 234 ST & BYRON AVE,SYNTHETIC_CSL,E 234 ST & BYRON AVE,BRONX
X3849,ERS,BRONXWOOD AVE & PITMAN AVE,10466.0,BRONX,BX12,12.0,40.8949221,-73.85313545,"{'type': 'Point', 'coordinates': [-73.85313545, 40.8949221]}",11275.0,29.0,5.0,2.0,30.0,10466,29,CSL BRONXWOOD AVE & PITMAN AVE,SYNTHETIC_CSL,BRONXWOOD AVE & PITMAN AVE,BRONX
B3533,ERS,NEPTUNE AVE & W 28 ST,11224.0,BROOKLYN,BK13,47.0,40.57787974,-73.99475686,"{'type': 'Point', 'coordinates': [-73.99475686, 40.57787974]}",18184.0,21.0,2.0,45.0,35.0,11224,29,CSL NEPTUNE AVE & W 28 ST,SYNTHETIC_CSL,NEPTUNE AVE & W 28 ST,BROOKLYN
B3522,ERS,SURF AVE & W 37 ST,11224.0,BROOKLYN,BK13,47.0,40.57332704,-74.00254829,"{'type': 'Point', 'coordinates': [-74.00254829, 40.57332704]}",18184.0,21.0,2.0,45.0,35.0,11224,29,CSL SURF AVE & W 37 ST,SYNTHETIC_CSL,SURF AVE & W 37 ST,BROOKLYN
B3559,ERS,NEPTUNE AVE & STILLWELL AVE,11224.0,BROOKLYN,BK13,47.0,40.57919971,-73.9819384,"{'type': 'Point', 'coordinates': [-73.9819384, 40.57919971]}",18184.0,21.0,2.0,45.0,35.0,11224,29,CSL NEPTUNE AVE & STILLWELL AVE,SYNTHETIC_CSL,NEPTUNE AVE & STILLWELL AVE,BROOKLYN
B3520,ERS,NEPTUNE AVE & W 37 ST,11224.0,BROOKLYN,BK13,47.0,40.57688711,-74.00322253,"{'type': 'Point', 'coordinates': [-74.00322253, 40.57688711]}",18184.0,21.0,2.0,45.0,35.0,11224,29,CSL NEPTUNE AVE & W 37 ST,SYNTHETIC_CSL,NEPTUNE AVE & W 37 ST,BROOKLYN
B3552,ERS,NEPTUNE AVE & W 16 ST,11224.0,BROOKLYN,BK13,47.0,40.57905271,-73.98414926,"{'type': 'Point', 'coordinates': [-73.98414926, 40.57905271]}",18184.0,21.0,2.0,45.0,35.0,11224,29,CSL NEPTUNE AVE & W 16 ST,SYNTHETIC_CSL,NEPTUNE AVE & W 16 ST,BROOKLYN
B0801,ERS,MYRTLE AVE & PALMETTO ST,11237.0,BROOKLYN,QN05,34.0,40.69953211,-73.9110349,"{'type': 'Point', 'coordinates': [-73.9110349, 40.69953211]}",13828.0,42.0,2.0,37.0,53.0,11237,29,CSL MYRTLE AVE & PALMETTO ST,SYNTHETIC_CSL,MYRTLE AVE & PALMETTO ST,BROOKLYN
B0180,BARS,METROPOLITAN AVE & STEWART AVE,11237.0,BROOKLYN,BK01,34.0,40.71420824,-73.92816525,"{'type': 'Point', 'coordinates': [-73.92816525, 40.71420824]}",13828.0,36.0,2.0,30.0,56.0,11237,29,CSL METROPOLITAN AVE & STEWART AVE,SYNTHETIC_CSL,METROPOLITAN AVE & STEWART AVE,BROOKLYN
B0290,BARS,STEWART AVE & SCHOLES ST,11237.0,BROOKLYN,BK01,34.0,40.71161292,-73.9269976,"{'type': 'Point', 'coordinates': [-73.9269976, 40.71161292]}",13828.0,36.0,2.0,30.0,56.0,11237,29,CSL STEWART AVE & SCHOLES ST,SYNTHETIC_CSL,STEWART AVE & SCHOLES ST,BROOKLYN
B0721,ERS,KNICKERBOCKER AVE & GEORGE ST,11237.0,BROOKLYN,BK04,34.0,40.7045257,-73.92839567,"{'type': 'Point', 'coordinates': [-73.92839567, 40.7045257]}",13828.0,42.0,2.0,30.0,53.0,11237,29,CSL KNICKERBOCKER AVE & GEORGE ST,SYNTHETIC_CSL,KNICKERBOCKER AVE & GEORGE ST,BROOKLYN
B0764,BARS,WYCKOFF AVE & LINDEN ST,11237.0,BROOKLYN,BK04,37.0,40.70035835,-73.91256833,"{'type': 'Point', 'coordinates': [-73.91256833, 40.70035835]}",13828.0,42.0,2.0,37.0,53.0,11237,29,CSL WYCKOFF AVE & LINDEN ST,SYNTHETIC_CSL,WYCKOFF AVE & LINDEN ST,BROOKLYN
Q6615,BARS,CROYDEN RD & MAYFIELD RD,11432.0,QUEENS,QN08,24.0,40.71699938,-73.78961771,"{'type': 'Point', 'coordinates': [-73.78961771, 40.71699938]}",24340.0,25.0,3.0,24.0,65.0,11432,28,CSL CROYDEN RD & MAYFIELD RD,SYNTHETIC_CSL,CROYDEN RD & MAYFIELD RD,QUEENS
Q5248,BARS,HILLSIDE AVE & 180 ST,11432.0,QUEENS,QN12,24.0,40.71293755,-73.78262547,"{'type': 'Point', 'coordinates': [-73.78262547, 40.71293755]}",24340.0,25.0,3.0,24.0,65.0,11432,28,CSL HILLSIDE AVE & 180 ST,SYNTHETIC_CSL,HILLSIDE AVE & 180 ST,QUEENS
Q5254,BARS,HILLSIDE AVE & 184 PL,11432.0,QUEENS,QN12,27.0,40.71426199,-73.77712347,"{'type': 'Point', 'coordinates': [-73.77712347, 40.71426199]}",24332.0,41.0,3.0,6.0,61.0,11432,28,CSL HILLSIDE AVE & 184 PL,SYNTHETIC_CSL,HILLSIDE AVE & 184 PL,QUEENS
Q4800,ERS,90 AVE & 168 ST,11432.0,QUEENS,QN12,27.0,40.70778137,-73.79340154,"{'type': 'Point', 'coordinates': [-73.79340154, 40.70778137]}",24340.0,41.0,3.0,6.0,61.0,11432,28,CSL 90 AVE & 168 ST,SYNTHETIC_CSL,90 AVE & 168 ST,QUEENS
Q6503,ERS,164 ST & 84 DR,11432.0,QUEENS,QN08,24.0,40.71392573,-73.80211146,"{'type': 'Point', 'coordinates': [-73.80211146, 40.71392573]}",24340.0,25.0,3.0,24.0,65.0,11432,28,CSL 164 ST & 84 DR,SYNTHETIC_CSL,164 ST & 84 DR,QUEENS
M1483,ERS,1 AVE & E 126 ST,10035.0,MANHATTAN,MN11,8.0,40.80248977,-73.93089359,"{'type': 'Point', 'coordinates': [-73.93089359, 40.80248977]}",13093.0,7.0,4.0,35.0,16.0,10035,27,CSL 1 AVE & E 126 ST,SYNTHETIC_CSL,1 AVE & E 126 ST,MANHATTAN
M1479,ERS,LEXINGTON AV & E 125 ST\KING BLVD,10035.0,MANHATTAN,MN11,9.0,40.80437468,-73.93741853,"{'type': 'Point', 'coordinates': [-73.93741853, 40.80437468]}",13093.0,7.0,4.0,36.0,16.0,10035,27,CSL LEXINGTON AV & E 125 ST\KING BLVD,SYNTHETIC_CSL,LEXINGTON AV & E 125 ST\KING BLVD,MANHATTAN
M1405,ERS,3 AVE & E 118 ST,10035.0,MANHATTAN,MN11,8.0,40.79925316,-73.93906264,"{'type': 'Point', 'coordinates': [-73.93906264, 40.79925316]}",13093.0,7.0,4.0,35.0,16.0,10035,27,CSL 3 AVE & E 118 ST,SYNTHETIC_CSL,3 AVE & E 118 ST,MANHATTAN
M1424,ERS,PLEASANT AVE & E 119 ST,10035.0,MANHATTAN,MN11,8.0,40.79698743,-73.93174315,"{'type': 'Point', 'coordinates': [-73.93174315, 40.79698743]}",13093.0,7.0,4.0,35.0,16.0,10035,27,CSL PLEASANT AVE & E 119 ST,SYNTHETIC_CSL,PLEASANT AVE & E 119 ST,MANHATTAN
M1517,ERS,LEXINGTON AVE & E 129 ST,10035.0,MANHATTAN,MN11,9.0,40.80691711,-73.93556209,"{'type': 'Point', 'coordinates': [-73.93556209, 40.80691711]}",13093.0,7.0,4.0,36.0,16.0,10035,27,CSL LEXINGTON AVE & E 129 ST,SYNTHETIC_CSL,LEXINGTON AVE & E 129 ST,MANHATTAN
M0819,ERS,9 AVE & W 46 ST,10036.0,MANHATTAN,MN04,3.0,40.76098873,-73.99076377,"{'type': 'Point', 'coordinates': [-73.99076377, 40.76098873]}",13094.0,12.0,4.0,10.0,10.0,10036,27,CSL 9 AVE & W 46 ST,SYNTHETIC_CSL,9 AVE & W 46 ST,MANHATTAN
M0779,ERS,7 AVE & W 41 ST,10036.0,MANHATTAN,MN05,3.0,40.75537296,-73.98744642,"{'type': 'Point', 'coordinates': [-73.98744642, 40.75537296]}",12080.0,11.0,4.0,10.0,8.0,10036,27,CSL 7 AVE & W 41 ST,SYNTHETIC_CSL,7 AVE & W 41 ST,MANHATTAN
M0822,ERS,5 AVE & 46 ST,10036.0,MANHATTAN,MN05,4.0,40.75603187,-73.97902397,"{'type': 'Point', 'coordinates': [-73.97902397, 40.75603187]}",12079.0,11.0,4.0,51.0,10.0,10036,27,CSL 5 AVE & 46 ST,SYNTHETIC_CSL,5 AVE & 46 ST,MANHATTAN
M0839,ERS,5 AVE & 48 ST,10036.0,MANHATTAN,MN05,4.0,40.75728443,-73.97811607,"{'type': 'Point', 'coordinates': [-73.97811607, 40.75728443]}",12079.0,11.0,4.0,51.0,10.0,10036,27,CSL 5 AVE & 48 ST,SYNTHETIC_CSL,5 AVE & 48 ST,MANHATTAN
M0838,ERS,AVE OF AMERICAS & 48 ST,10036.0,MANHATTAN,MN05,4.0,40.7586566,-73.98135267,"{'type': 'Point', 'coordinates': [-73.98135267, 40.7586566]}",13094.0,11.0,4.0,51.0,10.0,10036,27,CSL AVE OF AMERICAS & 48 ST,SYNTHETIC_CSL,AVE OF AMERICAS & 48 ST,MANHATTAN
R1016,ERS,TARGEE ST & STEUBEN ST,10304.0,STATEN ISLAND,SI01,49.0,40.61072604,-74.08634215,"{'type': 'Point', 'coordinates': [-74.08634215, 40.61072604]}",10691.0,4.0,1.0,13.0,74.0,10304,26,CSL TARGEE ST & STEUBEN ST,SYNTHETIC_CSL,TARGEE ST & STEUBEN ST,STATEN ISLAND
R0428,BARS,VANDERBILT AVE & BAY ST,10304.0,STATEN ISLAND,SI01,49.0,40.62246402,-74.07253552,"{'type': 'Point', 'coordinates': [-74.07253552, 40.62246402]}",10691.0,4.0,1.0,13.0,74.0,10304,26,CSL VANDERBILT AVE & BAY ST,SYNTHETIC_CSL,VANDERBILT AVE & BAY ST,STATEN ISLAND
R1031,BARS,ELBE AVE & SABLE AVE,10304.0,STATEN ISLAND,SI02,50.0,40.60604576,-74.08434222,"{'type': 'Point', 'coordinates': [-74.08434222, 40.60604576]}",10691.0,30.0,1.0,14.0,76.0,10304,26,CSL ELBE AVE & SABLE AVE,SYNTHETIC_CSL,ELBE AVE & SABLE AVE,STATEN ISLAND
R0262,ERS,BROAD ST & QUINN ST,10304.0,STATEN ISLAND,SI01,49.0,40.62493911,-74.07853596,"{'type': 'Point', 'coordinates': [-74.07853596, 40.62493911]}",10691.0,4.0,1.0,13.0,74.0,10304,26,CSL BROAD ST & QUINN ST,SYNTHETIC_CSL,BROAD ST & QUINN ST,STATEN ISLAND
R2498,ERS,BEACON AVE & ALTAMONT ST\RICHMOND VFD,10304.0,STATEN ISLAND,SI02,50.0,40.58054757,-74.11888176,"{'type': 'Point', 'coordinates': [-74.11888176, 40.58054757]}",10691.0,30.0,1.0,14.0,76.0,10304,26,CSL BEACON AVE & ALTAMONT ST\RICHMOND VFD,SYNTHETIC_CSL,BEACON AVE & ALTAMONT ST\RICHMOND VFD,STATEN ISLAND
B0109,ERS,RIVER & NORTH 3 STS,11211.0,BROOKLYN,BK01,33.0,40.71837562,-73.96462115,"{'type': 'Point', 'coordinates': [-73.96462115, 40.71837562]}",17613.0,36.0,2.0,38.0,57.0,11211,26,CSL RIVER & NORTH 3 STS,SYNTHETIC_CSL,RIVER & NORTH 3 STS,BROOKLYN
B0143,ERS,MANHATTAN AVE & FROST ST,11211.0,BROOKLYN,BK01,34.0,40.71790704,-73.94665225,"{'type': 'Point', 'coordinates': [-73.94665225, 40.71790704]}",17613.0,36.0,2.0,30.0,57.0,11211,26,CSL MANHATTAN AVE & FROST ST,SYNTHETIC_CSL,MANHATTAN AVE & FROST ST,BROOKLYN
B0311,ERS,WYTHE AVENUE S OF CLYMER ST,11211.0,BROOKLYN,BK01,33.0,40.70420946,-73.96550334,"{'type': 'Point', 'coordinates': [-73.96550334, 40.70420946]}",17613.0,36.0,2.0,38.0,56.0,11211,26,CSL WYTHE AVENUE S OF CLYMER ST,SYNTHETIC_CSL,WYTHE AVENUE S OF CLYMER ST,BROOKLYN
B0131,BARS,ROEBLING ST & N 8 ST,11211.0,BROOKLYN,BK01,33.0,40.71680535,-73.95458645,"{'type': 'Point', 'coordinates': [-73.95458645, 40.71680535]}",17613.0,36.0,2.0,38.0,57.0,11211,26,CSL ROEBLING ST & N 8 ST,SYNTHETIC_CSL,ROEBLING ST & N 8 ST,BROOKLYN
B0227,BARS,MARCY AVE & HOPE ST,11211.0,BROOKLYN,BK01,34.0,40.71291373,-73.95503639,"{'type': 'Point', 'coordinates': [-73.95503639, 40.71291373]}",17613.0,36.0,2.0,30.0,56.0,11211,26,CSL MARCY AVE & HOPE ST,SYNTHETIC_CSL,MARCY AVE & HOPE ST,BROOKLYN
